Date,maxtemp,pred_maxtemp,class_true,class_pred
2018-12-28,34.0,33.83,mediana,mediana
2018-12-29,36.0,34.69,alta,alta
2018-12-30,36.0,35.86,alta,alta
2018-12-31,36.0,33.59,alta,mediana
2019-01-01,40.0,36.93,alta,alta
2019-01-02,35.0,34.41,alta,alta
2019-01-03,31.0,31.32,mediana,mediana
2019-01-04,34.0,31.98,mediana,mediana
2019-01-05,36.0,36.1,alta,alta
2019-01-06,29.0,28.04,baja,baja
2019-01-07,29.0,29.51,baja,baja
2019-01-08,29.0,28.22,baja,baja
2019-01-09,29.0,28.24,baja,baja
2019-01-10,25.0,23.99,baja,baja
2019-01-11,24.0,24.77,baja,baja
2019-01-12,26.0,26.51,baja,baja
2019-01-13,25.0,25.51,baja,baja
2019-01-14,24.0,24.2,baja,baja
2019-01-15,27.0,27.19,baja,baja
2019-01-16,31.0,30.77,mediana,mediana
2019-01-17,30.0,30.09,baja,mediana
2019-01-18,33.0,32.19,mediana,mediana
2019-01-19,24.0,27.16,baja,baja
2019-01-20,35.0,35.2,alta,alta
2019-01-21,32.0,32.03,mediana,mediana
2019-01-22,34.0,31.38,mediana,mediana
2019-01-23,35.0,34.85,alta,alta
2019-01-24,36.0,35.56,alta,alta
2019-01-25,35.0,34.75,alta,alta
2019-01-26,34.0,33.29,mediana,mediana
2019-01-27,36.0,35.96,alta,alta
2019-01-28,33.0,33.85,mediana,mediana
2019-01-29,32.0,31.93,mediana,mediana
2019-01-30,32.0,34.77,mediana,alta
2019-01-31,34.0,33.51,mediana,mediana
2019-02-01,33.0,36.02,mediana,alta
2019-02-02,37.0,36.45,alta,alta
2019-02-03,32.0,32.59,mediana,mediana
2019-02-04,35.0,34.79,alta,alta
2019-02-05,34.0,33.65,mediana,mediana
2019-02-06,39.0,38.7,alta,alta
2019-02-07,40.0,38.08,alta,alta
2019-02-08,35.0,34.73,alta,alta
2019-02-09,37.0,37.11,alta,alta
2019-02-10,37.0,36.61,alta,alta
2019-02-11,32.0,34.66,mediana,alta
2019-02-12,34.0,33.63,mediana,mediana
2019-02-13,33.0,32.84,mediana,mediana
2019-02-14,37.0,36.38,alta,alta
2019-02-15,39.0,37.95,alta,alta
2019-02-16,33.0,33.86,mediana,mediana
2019-02-17,31.0,31.58,mediana,mediana
2019-02-18,34.0,33.26,mediana,mediana
2019-02-19,31.0,32.32,mediana,mediana
2019-02-20,28.0,27.89,baja,baja
2019-02-21,28.0,28.92,baja,baja
2019-02-22,28.0,27.73,baja,baja
2019-02-23,27.0,26.06,baja,baja
2019-02-24,24.0,22.75,baja,baja
2019-02-25,24.0,23.86,baja,baja
2019-02-26,26.0,27.2,baja,baja
2019-02-27,26.0,25.77,baja,baja
2019-02-28,26.0,25.35,baja,baja
2019-03-01,28.0,28.19,baja,baja
2019-03-02,31.0,31.11,mediana,mediana
2019-03-03,31.0,30.84,mediana,mediana
2019-03-04,34.0,33.11,mediana,mediana
2019-03-05,23.0,24.85,baja,baja
2019-03-06,35.0,35.15,alta,alta
2019-03-07,33.0,32.88,mediana,mediana
2019-03-08,34.0,33.57,mediana,mediana
2019-03-09,34.0,34.14,mediana,alta
2019-03-10,34.0,34.14,mediana,alta
2019-03-11,34.0,34.05,mediana,alta
2019-03-12,34.0,33.81,mediana,mediana
2019-03-13,35.0,34.66,alta,alta
2019-03-14,33.0,33.31,mediana,mediana
2019-03-15,29.0,33.55,baja,mediana
2019-03-16,32.0,32.05,mediana,mediana
2019-03-17,34.0,32.17,mediana,mediana
2019-03-18,33.0,33.48,mediana,mediana
2019-03-19,38.0,37.29,alta,alta
2019-03-20,33.0,32.95,mediana,mediana
2019-03-21,34.0,35.0,mediana,alta
2019-03-22,32.0,32.19,mediana,mediana
2019-03-23,33.0,33.35,mediana,mediana
2019-03-24,41.0,36.63,alta,alta
2019-03-25,35.0,35.12,alta,alta
2019-03-26,37.0,36.11,alta,alta
2019-03-27,36.0,35.54,alta,alta
2019-03-28,35.0,35.35,alta,alta
2019-03-29,37.0,36.67,alta,alta
2019-03-30,35.0,34.33,alta,alta
2019-03-31,37.0,36.78,alta,alta
2019-04-01,38.0,36.72,alta,alta
2019-04-02,35.0,36.11,alta,alta
2019-04-03,30.0,28.64,baja,baja
2019-04-04,34.0,32.36,mediana,mediana
2019-04-05,35.0,34.34,alta,alta
2019-04-06,28.0,28.93,baja,baja
2019-04-07,31.0,29.96,mediana,baja
2019-04-08,28.0,27.87,baja,baja
2019-04-09,26.0,25.84,baja,baja
2019-04-10,24.0,23.73,baja,baja
2019-04-11,24.0,23.39,baja,baja
2019-04-12,26.0,26.42,baja,baja
2019-04-13,27.0,27.54,baja,baja
2019-04-14,28.0,28.66,baja,baja
2019-04-15,29.0,28.49,baja,baja
2019-04-16,31.0,31.15,mediana,mediana
2019-04-17,29.0,30.68,baja,mediana
2019-04-18,30.0,29.88,baja,baja
2019-04-19,29.0,29.3,baja,baja
2019-04-20,36.0,35.68,alta,alta
2019-04-21,32.0,32.33,mediana,mediana
2019-04-22,32.0,31.78,mediana,mediana
2019-04-23,34.0,33.94,mediana,mediana
2019-04-24,35.0,35.08,alta,alta
2019-04-25,34.0,33.4,mediana,mediana
2019-04-26,36.0,35.15,alta,alta
2019-04-27,35.0,34.09,alta,alta
2019-04-28,35.0,34.66,alta,alta
2019-04-29,31.0,30.93,mediana,mediana
2019-04-30,34.0,34.9,mediana,alta
2019-05-01,31.0,32.63,mediana,mediana
2019-05-02,35.0,34.59,alta,alta
2019-05-03,38.0,37.03,alta,alta
2019-05-04,31.0,31.49,mediana,mediana
2019-05-05,33.0,33.31,mediana,mediana
2019-05-06,29.0,33.28,baja,mediana
2019-05-07,39.0,36.64,alta,alta
2019-05-08,38.0,37.43,alta,alta
2019-05-09,36.0,36.54,alta,alta
2019-05-10,36.0,36.25,alta,alta
2019-05-11,35.0,34.98,alta,alta
2019-05-12,33.0,34.05,mediana,alta
2019-05-13,38.0,37.24,alta,alta
2019-05-14,37.0,36.46,alta,alta
2019-05-15,35.0,34.97,alta,alta
2019-05-16,39.0,36.37,alta,alta
2019-05-17,35.0,35.69,alta,alta
2019-05-18,31.0,31.5,mediana,mediana
2019-05-19,35.0,30.56,alta,mediana
2019-05-20,37.0,36.21,alta,alta
2019-05-21,28.0,27.88,baja,baja
2019-05-22,30.0,28.72,baja,baja
2019-05-23,28.0,30.18,baja,mediana
2019-05-24,25.0,24.93,baja,baja
2019-05-25,26.0,26.06,baja,baja
2019-05-26,21.0,21.55,baja,baja
2019-05-27,26.0,25.92,baja,baja
2019-05-28,27.0,26.75,baja,baja
2019-05-29,28.0,27.79,baja,baja
2019-05-30,29.0,29.51,baja,baja
2019-05-31,32.0,31.4,mediana,mediana
2019-06-01,29.0,29.48,baja,baja
2019-06-02,30.0,29.9,baja,baja
2019-06-03,31.0,30.69,mediana,mediana
2019-06-04,36.0,34.73,alta,alta
2019-06-05,32.0,33.1,mediana,mediana
2019-06-06,29.0,29.55,baja,baja
2019-06-07,33.0,34.16,mediana,alta
2019-06-08,35.0,35.25,alta,alta
2019-06-09,32.0,32.16,mediana,mediana
2019-06-10,35.0,34.46,alta,alta
2019-06-11,34.0,34.16,mediana,alta
2019-06-12,35.0,34.0,alta,mediana
2019-06-13,30.0,29.58,baja,baja
2019-06-14,32.0,32.4,mediana,mediana
2019-06-15,32.0,32.1,mediana,mediana
2019-06-16,32.0,32.07,mediana,mediana
2019-06-17,36.0,36.48,alta,alta
2019-06-18,34.0,33.05,mediana,mediana
2019-06-19,32.0,32.5,mediana,mediana
2019-06-20,31.0,34.71,mediana,alta
2019-06-21,35.0,33.16,alta,mediana
2019-06-22,36.0,32.02,alta,mediana
2019-06-23,37.0,33.55,alta,mediana
2019-06-24,37.0,36.69,alta,alta
2019-06-25,36.0,35.19,alta,alta
2019-06-26,35.0,34.4,alta,alta
2019-06-27,38.0,35.62,alta,alta
2019-06-28,36.0,35.94,alta,alta
2019-06-29,36.0,34.94,alta,alta
2019-06-30,37.0,34.36,alta,alta
2019-07-01,36.0,36.27,alta,alta
2019-07-02,34.0,32.7,mediana,mediana
2019-07-03,35.0,35.0,alta,alta
2019-07-04,37.0,32.87,alta,mediana
2019-07-05,27.0,25.31,baja,baja
2019-07-06,28.0,27.63,baja,baja
2019-07-07,29.0,28.25,baja,baja
2019-07-08,22.0,22.84,baja,baja
2019-07-09,26.0,24.31,baja,baja
2019-07-10,21.0,21.83,baja,baja
2019-07-11,23.0,24.67,baja,baja
2019-07-12,26.0,26.35,baja,baja
2019-07-13,28.0,27.62,baja,baja
2019-07-14,29.0,29.05,baja,baja
2019-07-15,31.0,31.12,mediana,mediana
2019-07-16,29.0,29.71,baja,baja
2019-07-17,30.0,29.82,baja,baja
2019-07-18,31.0,30.67,mediana,mediana
2019-07-19,36.0,35.57,alta,alta
2019-07-20,32.0,32.22,mediana,mediana
2019-07-21,27.0,28.39,baja,baja
2019-07-22,34.0,34.38,mediana,alta
2019-07-23,34.0,34.54,mediana,alta
2019-07-24,29.0,30.03,baja,mediana
2019-07-25,34.0,33.53,mediana,mediana
2019-07-26,34.0,34.06,mediana,alta
2019-07-27,35.0,34.74,alta,alta
2019-07-28,31.0,32.1,mediana,mediana
2019-07-29,35.0,34.62,alta,alta
2019-07-30,29.0,31.11,baja,mediana
2019-07-31,35.0,34.23,alta,alta
2019-08-01,33.0,33.7,mediana,mediana
2019-08-02,34.0,33.41,mediana,mediana
2019-08-03,30.0,30.8,baja,mediana
2019-08-04,29.0,30.52,baja,mediana
2019-08-05,37.0,36.12,alta,alta
2019-08-06,36.0,35.1,alta,alta
2019-08-07,33.0,33.03,mediana,mediana
2019-08-08,36.0,35.49,alta,alta
2019-08-09,36.0,35.92,alta,alta
2019-08-10,34.0,33.64,mediana,mediana
2019-08-11,36.0,35.75,alta,alta
2019-08-12,34.0,34.73,mediana,alta
2019-08-13,34.0,34.1,mediana,alta
2019-08-14,35.0,34.65,alta,alta
2019-08-15,36.0,36.29,alta,alta
2019-08-16,32.0,31.91,mediana,mediana
2019-08-17,35.0,34.28,alta,alta
2019-08-18,36.0,35.23,alta,alta
2019-08-19,25.0,25.27,baja,baja
2019-08-20,27.0,26.72,baja,baja
2019-08-21,30.0,28.77,baja,baja
2019-08-22,22.0,22.13,baja,baja
2019-08-23,25.0,24.52,baja,baja
2019-08-24,22.0,22.43,baja,baja
2019-08-25,21.0,22.14,baja,baja
2019-08-26,27.0,26.67,baja,baja
2019-08-27,26.0,26.49,baja,baja
2019-08-28,27.0,28.0,baja,baja
2019-08-29,33.0,32.68,mediana,mediana
2019-08-30,29.0,29.81,baja,baja
2019-08-31,30.0,31.15,baja,mediana
2019-09-01,30.0,30.38,baja,mediana
2019-09-02,36.0,35.61,alta,alta
2019-09-03,32.0,32.12,mediana,mediana
2019-09-04,29.0,31.65,baja,mediana
2019-09-05,33.0,33.4,mediana,mediana
2019-09-06,35.0,35.53,alta,alta
2019-09-07,31.0,31.7,mediana,mediana
2019-09-08,34.0,33.81,mediana,mediana
2019-09-09,35.0,34.56,alta,alta
2019-09-10,34.0,34.01,mediana,alta
2019-09-11,36.0,32.65,alta,mediana
2019-09-12,35.0,34.54,alta,alta
2019-09-13,32.0,32.91,mediana,mediana
2019-09-14,34.0,33.31,mediana,mediana
2019-09-15,32.0,32.6,mediana,mediana
2019-09-16,33.0,33.1,mediana,mediana
2019-09-17,31.0,30.71,mediana,mediana
2019-09-18,31.0,32.23,mediana,mediana
2019-09-19,37.0,36.53,alta,alta
2019-09-20,34.0,33.29,mediana,mediana
2019-09-21,33.0,32.91,mediana,mediana
2019-09-22,35.0,31.97,alta,mediana
2019-09-23,37.0,37.24,alta,alta
2019-09-24,38.0,35.6,alta,alta
2019-09-25,37.0,36.24,alta,alta
2019-09-26,37.0,36.52,alta,alta
2019-09-27,34.0,33.44,mediana,mediana
2019-09-28,35.0,35.35,alta,alta
2019-09-29,38.0,37.57,alta,alta
2019-09-30,33.0,33.07,mediana,mediana
2019-10-01,32.0,32.26,mediana,mediana
2019-10-02,36.0,34.31,alta,alta
2019-10-03,25.0,25.23,baja,baja
2019-10-04,25.0,25.01,baja,baja
2019-10-05,29.0,27.79,baja,baja
2019-10-06,19.0,20.46,baja,baja
2019-10-07,24.0,22.91,baja,baja
2019-10-08,22.0,22.17,baja,baja
2019-10-09,26.0,26.22,baja,baja
2019-10-10,27.0,27.36,baja,baja
2019-10-11,26.0,25.72,baja,baja
2019-10-12,23.0,24.39,baja,baja
2019-10-13,32.0,31.48,mediana,mediana
2019-10-14,27.0,28.92,baja,baja
2019-10-15,30.0,29.6,baja,baja
2019-10-16,31.0,31.5,mediana,mediana
2019-10-17,35.0,35.12,alta,alta
2019-10-18,30.0,31.04,baja,mediana
2019-10-19,29.0,29.58,baja,baja
2019-10-20,32.0,31.77,mediana,mediana
2019-10-21,34.0,33.75,mediana,mediana
2019-10-22,33.0,32.71,mediana,mediana
2019-10-23,34.0,35.12,mediana,alta
2019-10-24,34.0,34.77,mediana,alta
2019-10-25,34.0,34.19,mediana,alta
2019-10-26,35.0,33.61,alta,mediana
2019-10-27,35.0,34.3,alta,alta
2019-10-28,34.0,34.29,mediana,alta
2019-10-29,35.0,34.62,alta,alta
2019-10-30,34.0,33.78,mediana,mediana
2019-10-31,32.0,32.46,mediana,mediana
2019-11-01,34.0,33.83,mediana,mediana
2019-11-02,34.0,34.69,mediana,alta
2019-11-03,37.0,37.44,alta,alta
2019-11-04,34.0,33.43,mediana,mediana
2019-11-05,34.0,35.27,mediana,alta
2019-11-06,36.0,33.27,alta,mediana
2019-11-07,38.0,37.64,alta,alta
2019-11-08,34.0,34.08,mediana,alta
2019-11-09,35.0,34.89,alta,alta
2019-11-10,37.0,36.43,alta,alta
2019-11-11,32.0,32.38,mediana,mediana
2019-11-12,34.0,33.31,mediana,mediana
2019-11-13,37.0,36.75,alta,alta
2019-11-14,31.0,29.95,mediana,baja
2019-11-15,31.0,31.76,mediana,mediana
2019-11-16,33.0,32.48,mediana,mediana
2019-11-17,24.0,23.83,baja,baja
2019-11-18,25.0,24.8,baja,baja
2019-11-19,29.0,29.54,baja,baja
2019-11-20,21.0,21.74,baja,baja
2019-11-21,24.0,24.72,baja,baja
2019-11-22,23.0,22.74,baja,baja
2019-11-23,24.0,24.97,baja,baja
2019-11-24,27.0,27.33,baja,baja
2019-11-25,26.0,26.65,baja,baja
2019-11-26,21.0,23.15,baja,baja
2019-11-27,31.0,30.08,mediana,mediana
2019-11-28,23.0,25.34,baja,baja
2019-11-29,30.0,28.66,baja,baja
2019-11-30,31.0,30.98,mediana,mediana
2019-12-01,35.0,35.09,alta,alta
2019-12-02,27.0,28.23,baja,baja
2019-12-03,35.0,34.57,alta,alta
2019-12-04,25.0,26.92,baja,baja
2019-12-05,35.0,34.83,alta,alta
2019-12-06,33.0,32.88,mediana,mediana
2019-12-07,34.0,34.38,mediana,alta
2019-12-08,34.0,34.21,mediana,alta
2019-12-09,34.0,34.07,mediana,alta
2019-12-10,33.0,32.79,mediana,mediana
2019-12-11,33.0,34.0,mediana,mediana
2019-12-12,34.0,34.21,mediana,alta
2019-12-13,35.0,35.48,alta,alta
2019-12-14,35.0,35.23,alta,alta
2019-12-15,32.0,32.68,mediana,mediana
2019-12-16,34.0,34.63,mediana,alta
2019-12-17,36.0,35.41,alta,alta
2019-12-18,37.0,36.3,alta,alta
2019-12-19,35.0,34.27,alta,alta
2019-12-20,35.0,34.98,alta,alta
2019-12-21,38.0,35.15,alta,alta
2019-12-22,39.0,38.39,alta,alta
2019-12-23,38.0,37.32,alta,alta
2019-12-24,36.0,35.31,alta,alta
2019-12-25,36.0,36.38,alta,alta
2019-12-26,34.0,33.12,mediana,mediana
2019-12-27,34.0,33.28,mediana,mediana
2019-12-28,35.0,35.29,alta,alta
2019-12-29,29.0,30.29,baja,mediana
2019-12-30,32.0,31.81,mediana,mediana
2019-12-31,34.0,33.27,mediana,mediana
2020-01-01,25.0,25.59,baja,baja
2020-01-02,26.0,26.46,baja,baja
2020-01-03,31.0,30.37,mediana,mediana
2020-01-04,21.0,21.67,baja,baja
2020-01-05,24.0,24.64,baja,baja
2020-01-06,22.0,22.36,baja,baja
2020-01-07,24.0,26.7,baja,baja
2020-01-08,29.0,29.17,baja,baja
2020-01-09,25.0,25.13,baja,baja
2020-01-10,25.0,26.4,baja,baja
2020-01-11,30.0,29.26,baja,baja
2020-01-12,25.0,24.61,baja,baja
2020-01-13,30.0,29.95,baja,baja
2020-01-14,31.0,30.78,mediana,mediana
2020-01-15,35.0,34.56,alta,alta
2020-01-16,32.0,31.8,mediana,mediana
2020-01-17,36.0,35.32,alta,alta
2020-01-18,29.0,31.29,baja,mediana
2020-01-19,35.0,34.65,alta,alta
2020-01-20,30.0,33.01,baja,mediana
2020-01-21,33.0,34.92,mediana,alta
2020-01-22,36.0,35.75,alta,alta
2020-01-23,35.0,34.56,alta,alta
2020-01-24,30.0,28.64,baja,baja
2020-01-25,32.0,32.21,mediana,mediana
2020-01-26,35.0,34.41,alta,alta
2020-01-27,35.0,34.83,alta,alta
2020-01-28,35.0,34.51,alta,alta
2020-01-29,31.0,31.32,mediana,mediana
2020-01-30,33.0,33.27,mediana,mediana
2020-01-31,36.0,34.46,alta,alta
2020-02-01,36.0,35.42,alta,alta
2020-02-02,36.0,34.64,alta,alta
2020-02-03,36.0,35.21,alta,alta
2020-02-04,35.0,34.54,alta,alta
2020-02-05,40.0,39.03,alta,alta
2020-02-06,36.0,35.9,alta,alta
2020-02-07,36.0,35.93,alta,alta
2020-02-08,36.0,35.95,alta,alta
2020-02-09,32.0,33.17,mediana,mediana
2020-02-10,33.0,32.72,mediana,mediana
2020-02-11,34.0,34.45,mediana,alta
2020-02-12,30.0,29.67,baja,baja
2020-02-13,30.0,30.19,baja,mediana
2020-02-14,36.0,34.12,alta,alta
2020-02-15,19.0,21.04,baja,baja
2020-02-16,30.0,28.51,baja,baja
2020-02-17,29.0,30.47,baja,mediana
2020-02-18,23.0,22.9,baja,baja
2020-02-19,25.0,25.23,baja,baja
2020-02-20,21.0,21.27,baja,baja
2020-02-21,30.0,28.55,baja,baja
2020-02-22,29.0,28.49,baja,baja
2020-02-23,26.0,26.48,baja,baja
2020-02-24,27.0,27.24,baja,baja
2020-02-25,29.0,28.88,baja,baja
2020-02-26,28.0,29.1,baja,baja
2020-02-27,27.0,29.28,baja,baja
2020-02-28,32.0,31.31,mediana,mediana
2020-02-29,32.0,33.1,mediana,mediana
2020-03-01,28.0,29.46,baja,baja
2020-03-02,34.0,33.84,mediana,mediana
2020-03-03,30.0,31.16,baja,mediana
2020-03-04,35.0,35.52,alta,alta
2020-03-05,31.0,32.16,mediana,mediana
2020-03-06,32.0,32.64,mediana,mediana
2020-03-07,36.0,35.62,alta,alta
2020-03-08,34.0,33.86,mediana,mediana
2020-03-09,30.0,29.54,baja,baja
2020-03-10,32.0,32.21,mediana,mediana
2020-03-11,31.0,32.11,mediana,mediana
2020-03-12,33.0,33.53,mediana,mediana
2020-03-13,32.0,32.52,mediana,mediana
2020-03-14,35.0,34.2,alta,alta
2020-03-15,32.0,31.81,mediana,mediana
2020-03-16,36.0,33.03,alta,mediana
2020-03-17,31.0,34.15,mediana,alta
2020-03-18,37.0,36.76,alta,alta
2020-03-19,36.0,35.72,alta,alta
2020-03-20,34.0,33.62,mediana,mediana
2020-03-21,39.0,37.85,alta,alta
2020-03-22,35.0,35.42,alta,alta
2020-03-23,37.0,37.5,alta,alta
2020-03-24,39.0,38.45,alta,alta
2020-03-25,32.0,33.79,mediana,mediana
2020-03-26,34.0,33.96,mediana,mediana
2020-03-27,33.0,33.38,mediana,mediana
2020-03-28,26.0,29.45,baja,baja
2020-03-29,28.0,29.1,baja,baja
2020-03-30,33.0,32.85,mediana,mediana
2020-03-31,22.0,23.47,baja,baja
2020-04-01,29.0,28.57,baja,baja
2020-04-02,33.0,28.41,mediana,baja
2020-04-03,20.0,21.73,baja,baja
2020-04-04,27.0,24.1,baja,baja
2020-04-05,22.0,23.01,baja,baja
2020-04-06,29.0,28.32,baja,baja
2020-04-07,28.0,27.74,baja,baja
2020-04-08,27.0,27.11,baja,baja
2020-04-09,26.0,26.19,baja,baja
2020-04-10,31.0,30.17,mediana,mediana
2020-04-11,30.0,31.46,baja,mediana
2020-04-12,33.0,32.61,mediana,mediana
2020-04-13,32.0,32.18,mediana,mediana
2020-04-14,33.0,33.35,mediana,mediana
2020-04-15,34.0,33.77,mediana,mediana
2020-04-16,35.0,35.13,alta,alta
2020-04-17,33.0,33.76,mediana,mediana
2020-04-18,36.0,35.98,alta,alta
2020-04-19,33.0,32.89,mediana,mediana
2020-04-20,30.0,31.04,baja,mediana
2020-04-21,36.0,35.2,alta,alta
2020-04-22,30.0,33.55,baja,mediana
2020-04-23,33.0,32.9,mediana,mediana
2020-04-24,31.0,30.59,mediana,mediana
2020-04-25,32.0,32.21,mediana,mediana
2020-04-26,32.0,32.51,mediana,mediana
2020-04-27,31.0,33.08,mediana,mediana
2020-04-28,34.0,33.55,mediana,mediana
2020-04-29,31.0,31.73,mediana,mediana
2020-04-30,37.0,36.29,alta,alta
2020-05-01,33.0,32.38,mediana,mediana
2020-05-02,36.0,34.76,alta,alta
2020-05-03,36.0,35.51,alta,alta
2020-05-04,32.0,32.62,mediana,mediana
2020-05-05,40.0,39.04,alta,alta
2020-05-06,36.0,35.94,alta,alta
2020-05-07,37.0,36.73,alta,alta
2020-05-08,38.0,34.95,alta,alta
2020-05-09,34.0,33.16,mediana,mediana
2020-05-10,34.0,33.75,mediana,mediana
2020-05-11,31.0,32.02,mediana,mediana
2020-05-12,28.0,28.53,baja,baja
2020-05-13,29.0,29.23,baja,baja
2020-05-14,34.0,33.84,mediana,mediana
2020-05-15,25.0,25.69,baja,baja
2020-05-16,29.0,28.06,baja,baja
2020-05-17,30.0,29.93,baja,baja
2020-05-18,21.0,21.26,baja,baja
2020-05-19,26.0,23.56,baja,baja
2020-05-20,23.0,22.28,baja,baja
2020-05-21,28.0,27.68,baja,baja
2020-05-22,27.0,26.85,baja,baja
2020-05-23,27.0,27.0,baja,baja
2020-05-24,26.0,26.33,baja,baja
2020-05-25,31.0,31.17,mediana,mediana
2020-05-26,31.0,30.77,mediana,mediana
2020-05-27,34.0,34.35,mediana,alta
2020-05-28,32.0,32.02,mediana,mediana
2020-05-29,32.0,32.76,mediana,mediana
2020-05-30,33.0,33.13,mediana,mediana
2020-05-31,35.0,34.57,alta,alta
2020-06-01,32.0,33.0,mediana,mediana
2020-06-02,35.0,34.97,alta,alta
2020-06-03,33.0,32.88,mediana,mediana
2020-06-04,34.0,32.7,mediana,mediana
2020-06-05,34.0,34.43,mediana,alta
2020-06-06,30.0,30.82,baja,mediana
2020-06-07,36.0,34.53,alta,alta
2020-06-08,32.0,33.45,mediana,mediana
2020-06-09,34.0,33.61,mediana,mediana
2020-06-10,32.0,32.41,mediana,mediana
2020-06-11,33.0,32.88,mediana,mediana
2020-06-12,30.0,30.75,baja,mediana
2020-06-13,32.0,34.05,mediana,alta
2020-06-14,36.0,34.57,alta,alta
2020-06-15,32.0,31.68,mediana,mediana
2020-06-16,34.0,34.43,mediana,alta
2020-06-17,37.0,36.5,alta,alta
2020-06-18,35.0,34.83,alta,alta
2020-06-19,37.0,34.01,alta,alta
2020-06-20,37.0,34.92,alta,alta
2020-06-21,37.0,36.75,alta,alta
2020-06-22,37.0,36.45,alta,alta
2020-06-23,33.0,33.38,mediana,mediana
2020-06-24,36.0,35.81,alta,alta
2020-06-25,33.0,33.74,mediana,mediana
2020-06-26,29.0,28.47,baja,baja
2020-06-27,29.0,29.8,baja,baja
2020-06-28,35.0,33.54,alta,mediana
2020-06-29,25.0,25.18,baja,baja
2020-06-30,27.0,27.02,baja,baja
2020-07-01,29.0,29.48,baja,baja
2020-07-02,19.0,20.98,baja,baja
2020-07-03,25.0,24.34,baja,baja
2020-07-04,22.0,22.64,baja,baja
2020-07-05,28.0,27.87,baja,baja
2020-07-06,26.0,25.75,baja,baja
2020-07-07,27.0,27.63,baja,baja
2020-07-08,27.0,27.5,baja,baja
2020-07-09,30.0,30.68,baja,mediana
2020-07-10,32.0,31.34,mediana,mediana
2020-07-11,33.0,33.53,mediana,mediana
2020-07-12,32.0,31.42,mediana,mediana
2020-07-13,33.0,33.21,mediana,mediana
2020-07-14,33.0,33.04,mediana,mediana
2020-07-15,38.0,36.5,alta,alta
2020-07-16,35.0,34.46,alta,alta
2020-07-17,34.0,34.42,mediana,alta
2020-07-18,32.0,32.89,mediana,mediana
2020-07-19,34.0,33.69,mediana,mediana
2020-07-20,36.0,35.0,alta,alta
2020-07-21,30.0,30.04,baja,mediana
2020-07-22,33.0,32.79,mediana,mediana
2020-07-23,35.0,33.74,alta,mediana
2020-07-24,34.0,33.43,mediana,mediana
2020-07-25,35.0,34.85,alta,alta
2020-07-26,35.0,34.24,alta,alta
2020-07-27,33.0,32.75,mediana,mediana
2020-07-28,33.0,33.38,mediana,mediana
2020-07-29,36.0,34.97,alta,alta
2020-07-30,35.0,34.81,alta,alta
2020-07-31,36.0,35.64,alta,alta
2020-08-01,37.0,36.99,alta,alta
2020-08-02,35.0,33.01,alta,mediana
2020-08-03,28.0,29.77,baja,baja
2020-08-04,34.0,34.67,mediana,alta
2020-08-05,37.0,36.57,alta,alta
2020-08-06,37.0,36.31,alta,alta
2020-08-07,34.0,34.44,mediana,alta
2020-08-08,35.0,35.18,alta,alta
2020-08-09,34.0,34.22,mediana,alta
2020-08-10,29.0,29.95,baja,baja
2020-08-11,28.0,30.85,baja,mediana
2020-08-12,36.0,35.2,alta,alta
2020-08-13,24.0,22.56,baja,baja
2020-08-14,29.0,28.09,baja,baja
2020-08-15,31.0,29.91,mediana,baja
2020-08-16,19.0,21.05,baja,baja
2020-08-17,24.0,22.87,baja,baja
2020-08-18,21.0,21.4,baja,baja
2020-08-19,29.0,27.03,baja,baja
2020-08-20,26.0,26.56,baja,baja
2020-08-21,28.0,27.53,baja,baja
2020-08-22,27.0,27.03,baja,baja
2020-08-23,32.0,32.82,mediana,mediana
2020-08-24,31.0,31.59,mediana,mediana
2020-08-25,33.0,32.94,mediana,mediana
2020-08-26,31.0,30.83,mediana,mediana
2020-08-27,32.0,32.71,mediana,mediana
2020-08-28,33.0,31.86,mediana,mediana
2020-08-29,37.0,35.85,alta,alta
2020-08-30,32.0,33.17,mediana,mediana
2020-08-31,34.0,34.59,mediana,alta
2020-09-01,31.0,32.72,mediana,mediana
2020-09-02,33.0,33.1,mediana,mediana
2020-09-03,34.0,34.04,mediana,alta
2020-09-04,37.0,35.84,alta,alta
2020-09-05,33.0,33.16,mediana,mediana
2020-09-06,33.0,32.88,mediana,mediana
2020-09-07,32.0,33.07,mediana,mediana
2020-09-08,36.0,35.45,alta,alta
2020-09-09,33.0,33.19,mediana,mediana
2020-09-10,32.0,31.68,mediana,mediana
2020-09-11,33.0,32.97,mediana,mediana
2020-09-12,36.0,35.2,alta,alta
2020-09-13,35.0,34.52,alta,alta
2020-09-14,36.0,35.15,alta,alta
2020-09-15,37.0,35.6,alta,alta
2020-09-16,32.0,32.14,mediana,mediana
2020-09-17,30.0,29.14,baja,baja
2020-09-18,33.0,33.44,mediana,mediana
2020-09-19,36.0,36.03,alta,alta
2020-09-20,36.0,35.29,alta,alta
2020-09-21,35.0,34.62,alta,alta
2020-09-22,34.0,34.1,mediana,alta
2020-09-23,36.0,36.6,alta,alta
2020-09-24,29.0,29.58,baja,baja
2020-09-25,28.0,27.95,baja,baja
2020-09-26,37.0,34.33,alta,alta
2020-09-27,22.0,22.62,baja,baja
2020-09-28,29.0,27.85,baja,baja
2020-09-29,31.0,29.25,mediana,baja
2020-09-30,18.0,19.81,baja,baja
